date,channel,net_revenue,gross_revenue,order_count,item_quantity,gross_profit,discount_amount
2025-10-29,Lazada,10967385,12396902,28,56,2447169,459214
2025-10-29,TikTok Shop,11425976,12363083,35,70,2144702,703748
2025-10-29,Website,7276004,8265500,19,57,1489322,380510
2025-10-30,Shopee,16372174,17348973,61,183,4106721,853344
2025-10-30,Lazada,9546070,10793983,37,111,1935775,390440
2025-10-30,TikTok Shop,10964315,12412786,22,22,2483731,597068
2025-10-30,Website,5201555,5701029,22,44,1194866,240161
2025-10-31,Shopee,21514245,22637536,74,148,5075202,504568
2025-10-31,Lazada,10781173,11834091,28,84,2100043,656794
2025-10-31,TikTok Shop,16408966,18796035,70,140,3888521,1260882
2025-10-31,Website,8569346,9609333,39,78,1911676,564394
2025-11-01,Shopee,31276681,35925042,115,115,7699696,1206952
2025-11-01,Lazada,17917450,19405554,49,147,4655699,904424
2025-11-01,TikTok Shop,21824387,23230386,52,156,6067569,1204976
2025-11-01,Website,13482714,15465871,66,66,3387011,559546
2025-11-02,Shopee,30095830,33931907,114,114,7264683,1558552
2025-11-02,Lazada,19305131,21684597,67,67,5366405,1282325
2025-11-02,TikTok Shop,24012837,27220326,81,81,5881721,1193402
2025-11-02,Website,10114791,10956130,38,38,2777671,550651
2025-11-03,Shopee,24287642,27456971,60,120,6063204,687597
2025-11-03,Lazada,15365596,16415050,40,80,3311527,959363
2025-11-03,TikTok Shop,15360049,16895565,46,46,3164947,492081
2025-11-03,Website,9262906,10639037,24,72,1742879,436317
2025-11-04,Shopee,22170330,24440277,88,88,5940099,524418
2025-11-04,Lazada,14088782,14876551,28,56,2670515,283237
2025-11-04,TikTok Shop,18203290,19136352,38,76,3976970,394269
2025-11-04,Website,11186362,12375881,22,22,3082639,350233
2025-11-05,Shopee,25178087,26894695,54,54,6988869,650047
2025-11-05,Lazada,12070306,13397700,42,126,2386213,560567
2025-11-05,TikTok Shop,18816879,20712357,64,128,3444132,420114
2025-11-05,Website,11073885,12611199,22,22,2887189,428558
2025-11-06,Shopee,23329868,24747798,66,198,4620286,1192374
2025-11-06,Lazada,16208877,17825958,64,192,3169245,920526
2025-11-06,TikTok Shop,21747494,24874388,57,171,5106269,942335
2025-11-06,Website,10728785,12278034,24,72,2526052,432377
2025-11-07,Shopee,29863721,31779125,76,152,5937924,1321681
2025-11-07,Lazada,20978149,22150039,54,108,5477200,1564552
2025-11-07,TikTok Shop,23178873,26302862,92,92,5710145,909381
2025-11-07,Website,12462605,13787376,26,78,2906187,544006
2025-11-08,Shopee,27785680,30962135,57,114,5891443,1302434
2025-11-08,Lazada,22147292,23903482,72,216,4930694,1021175
2025-11-08,TikTok Shop,20554259,22590087,84,168,3914186,1103254
2025-11-08,Website,14718545,15904709,36,72,3783906,911580
2025-11-09,Shopee,30762550,34857837,64,64,8449795,1182118
2025-11-09,Lazada,15524028,17142853,31,93,3281242,355149
2025-11-09,TikTok Shop,23808791,25111626,110,220,5201986,978683
2025-11-09,Website,9303495,9817453,19,57,2487480,598330
2025-11-10,Shopee,24010627,27250190,50,150,5212284,1487482
2025-11-10,Lazada,15882887,16833717,50,50,4276239,996566
2025-11-10,TikTok Shop,16300919,18279907,68,136,3271166,952386
2025-11-10,Website,9713709,10243333,46,92,1948599,596066
2025-11-11,Shopee,27583643,28975897,78,78,6784457,2066420
2025-11-11,Lazada,13492255,15495047,36,72,3543838,570817
2025-11-11,TikTok Shop,15325178,16160028,37,37,3676130,878222
2025-11-11,Website,11278609,12837251,33,66,2797541,706158
2025-11-12,Shopee,27618354,29565106,76,228,7005764,1004118
2025-11-12,Lazada,14376673,15693414,70,140,3129991,1014390
2025-11-12,TikTok Shop,19695504,22288860,65,130,4044325,406235
2025-11-12,Website,11122393,11725003,27,54,2145385,682581
2025-11-13,Shopee,20371046,22688450,85,85,3990533,1374463
2025-11-13,Lazada,13539354,14464578,57,114,2663688,872010
2025-11-13,TikTok Shop,20166783,21749485,49,98,4204179,1093171
2025-11-13,Website,11522382,12975342,44,88,3022180,841613
2025-11-14,Shopee,31050015,34325015,126,252,6212450,1586455
2025-11-14,Lazada,16723702,18344157,76,76,3196579,372635
2025-11-14,TikTok Shop,28302026,30239239,70,210,7376666,976565
2025-11-14,Website,11670942,12765803,29,29,2616653,772005
2025-11-15,Shopee,27927933,31465816,60,60,7173427,1773273
2025-11-15,Lazada,19474411,21555839,87,87,4170148,1500014
2025-11-15,TikTok Shop,27126743,29432834,92,92,7328460,634378
2025-11-15,Website,13748595,14646513,34,68,3169869,460772
2025-11-16,Shopee,30560153,33114641,101,303,6842026,2208895
2025-11-16,Lazada,19754556,22408427,83,249,4599960,1055114
2025-11-16,TikTok Shop,22992287,25399863,83,166,4269008,1404502
2025-11-16,Website,13311709,14666903,32,32,3219551,401946
2025-11-17,Shopee,15602493,16960490,42,42,4215044,952673
2025-11-17,Lazada,13889198,15113133,68,204,2581193,600731
2025-11-17,TikTok Shop,18111936,19234227,36,36,4640597,400486
2025-11-17,Website,8275066,8749992,17,51,2171376,402050
2025-11-18,Shopee,23451621,26136340,46,92,5829158,1013251
2025-11-18,Lazada,14054575,15717064,43,129,2881247,1107611
2025-11-18,TikTok Shop,21319550,23407009,48,48,4805902,1551352
2025-11-18,Website,11418538,12154357,35,105,2890007,888161
2025-11-19,Shopee,21169063,24342602,52,52,4589618,449974
2025-11-19,Lazada,14153492,15064954,39,78,3128447,1030209
2025-11-19,TikTok Shop,17461267,20058611,54,54,4610011,718994
2025-11-19,Website,9088768,9925971,22,44,2054590,428433
2025-11-20,Shopee,22957181,25169144,56,112,4880722,1008577
2025-11-20,Lazada,13108505,14033854,27,27,3293630,709212
2025-11-20,TikTok Shop,15234008,17367309,39,117,4055961,1028672
2025-11-20,Website,10332195,11514198,26,26,2265674,498156
2025-11-21,Shopee,31378553,34994107,64,128,8486882,2426942
2025-11-21,Lazada,16944897,17878367,40,40,3622282,1243679
2025-11-21,TikTok Shop,25385797,29034046,63,126,5027188,1182440
2025-11-21,Website,11555776,12579584,37,111,2279193,913114
2025-11-22,Shopee,30074046,33891165,60,180,6621934,2012301
2025-11-22,Lazada,20610372,21951455,67,134,4675627,1485633
2025-11-22,TikTok Shop,22840410,25724286,85,170,4833521,1735442
2025-11-22,Website,13191455,14821019,27,27,3266454,886700
2025-11-23,Shopee,27390506,28818827,111,111,5838310,695632
2025-11-23,Lazada,18328924,19617460,47,47,5055038,704815
2025-11-23,TikTok Shop,22376158,24307086,95,190,5333242,1559512
2025-11-23,Website,11393170,12348624,25,25,2380877,297247
2025-11-24,Shopee,21994716,23445955,44,44,4318128,596198
2025-11-24,Lazada,11761358,12535585,28,84,2856460,729107
2025-11-24,TikTok Shop,16615477,18592658,47,47,4612664,994140
2025-11-24,Website,9301377,10612113,33,33,2377128,261703
2025-11-25,Shopee,21790093,23909861,54,108,4293646,461890
2025-11-25,Lazada,14033380,16041475,35,105,3328592,657324
2025-11-25,TikTok Shop,17532881,20110735,83,249,4149653,1282289
2025-11-25,Website,10189119,11601831,41,41,2014629,585282
2025-11-26,Shopee,24851252,28372088,61,61,6940698,1676417
2025-11-26,Lazada,13331144,15279591,43,86,2789341,900744
2025-11-26,TikTok Shop,15120016,16412342,62,124,2745728,1110760
2025-11-26,Website,8433688,9691743,20,40,2235984,265842
2025-11-27,Shopee,21185305,24325045,61,61,4850607,1575106
2025-11-27,Lazada,13853943,15446323,60,180,2918522,650247
2025-11-27,TikTok Shop,16045650,17389502,37,74,4091637,1052368
2025-11-27,Website,8143355,9087504,18,36,1914726,226703
2025-11-28,Shopee,27662042,31077311,134,134,5816526,884592
2025-11-28,Lazada,19221999,20913568,43,43,4796443,696164
2025-11-28,TikTok Shop,24634749,26693315,62,186,6537143,1651691
2025-11-28,Website,11702701,13115546,28,28,3209941,738991
2025-11-29,Shopee,27825583,29753628,56,112,5750637,2081394
2025-11-29,Lazada,16727696,18911455,68,136,4452041,1233653
2025-11-29,TikTok Shop,22916197,25919949,108,108,4681690,701841
2025-11-29,Website,11269644,12006685,48,48,2906302,809402
2025-11-30,Shopee,31303639,35132409,152,456,8160816,2260422
2025-11-30,Lazada,14793721,15764550,62,186,4091417,1156079
2025-11-30,TikTok Shop,22019852,24851894,58,58,5312433,514604
2025-11-30,Website,13006099,13915904,47,141,3546194,404938
2025-12-01,Shopee,16455168,17284247,66,198,3345460,378468
2025-12-01,Lazada,13694748,14909336,56,168,3189963,665053
2025-12-01,TikTok Shop,13180996,14773574,43,86,3170633,410771
2025-12-01,Website,6068643,6816035,17,51,1617298,143681
2025-12-02,Shopee,15922483,17526807,53,53,3146045,507342
2025-12-02,Lazada,8147443,9270304,29,87,2259061,505125
2025-12-02,TikTok Shop,12533096,13395622,52,104,3203818,421901
2025-12-02,Website,6212930,6918282,15,45,1302677,277947
2025-12-03,Shopee,17884072,19168610,51,102,4693618,1146845
2025-12-03,Lazada,9675877,10166428,20,60,1985169,631427
2025-12-03,TikTok Shop,12483595,13184698,53,106,2676762,798636
2025-12-03,Website,6379301,6749269,14,42,1432748,501605
2025-12-04,Shopee,19484843,21079478,79,158,4867462,1097589
2025-12-04,Lazada,9963996,11029348,42,126,2630221,468778
2025-12-04,TikTok Shop,15451950,16796955,34,68,3960972,599667
2025-12-04,Website,7583997,8136197,25,25,1397503,312261
2025-12-05,Shopee,22179264,25239947,49,98,6040403,1570046
2025-12-05,Lazada,14074792,15431072,34,68,3169891,401483
2025-12-05,TikTok Shop,17252071,18838567,42,42,4612103,1160994
2025-12-05,Website,6907045,7936030,17,51,1346448,289699
2025-12-06,Shopee,20273534,22891607,47,141,5484725,589196
2025-12-06,Lazada,14851809,15916674,50,50,3254464,430613
2025-12-06,TikTok Shop,16384047,17527254,43,86,3591763,626056
2025-12-06,Website,7473666,8054870,15,15,1708880,474008
2025-12-07,Shopee,20852638,22802584,48,48,4769712,1250060
2025-12-07,Lazada,16248726,18623379,42,42,4473194,1013294
2025-12-07,TikTok Shop,18954935,20170852,53,159,5199979,1293055
2025-12-07,Website,8926485,9810659,21,42,2170482,359870
2025-12-08,Shopee,17992795,20123245,49,98,4339190,1006642
2025-12-08,Lazada,9924913,10700939,20,60,2157036,608505
2025-12-08,TikTok Shop,10094151,10971906,37,74,1880667,472656
2025-12-08,Website,6153213,6612310,14,28,1531093,459084
2025-12-09,Shopee,19186004,21361450,52,104,4963047,1022609
2025-12-09,Lazada,10044517,11248181,26,26,2777785,671935
2025-12-09,TikTok Shop,12323258,13812037,38,114,2510270,852516
2025-12-09,Website,6674870,7384608,14,14,1410707,486222
2025-12-10,Shopee,19856187,22338592,49,147,4212798,1027640
2025-12-10,Lazada,12417843,13787034,28,84,2565535,583255
2025-12-10,TikTok Shop,16080788,18157270,53,106,4039345,672610
2025-12-10,Website,6794795,7456436,29,29,1653221,269297
2025-12-11,Shopee,16743630,18521599,36,72,4615662,821809
2025-12-11,Lazada,8503140,9442542,23,69,1700678,583687
2025-12-11,TikTok Shop,14956734,17137016,50,150,3597216,564425
2025-12-11,Website,5958875,6695090,25,25,1384546,299420
2025-12-12,Shopee,21577157,24362141,65,130,5395683,1535475
2025-12-12,Lazada,11739172,12632509,32,32,2460652,255084
2025-12-12,TikTok Shop,15356022,16244690,36,72,3955400,1222014
2025-12-12,Website,8107360,9020160,18,54,1586593,378195
2025-12-13,Shopee,19504495,20689871,53,106,4400103,621547
2025-12-13,Lazada,12650191,13642931,28,84,2439634,978699
2025-12-13,TikTok Shop,15443201,16296320,58,116,3633129,650612
2025-12-13,Website,9918481,11239428,27,54,2330969,572628
2025-12-14,Shopee,18257642,19892683,49,98,4405719,1198284
2025-12-14,Lazada,13889149,15033634,39,117,2554744,704215
2025-12-14,TikTok Shop,18955056,20844262,70,70,3677113,495394
2025-12-14,Website,8465173,9684262,29,29,1601492,352312
2025-12-15,Shopee,14802538,16043225,38,76,3173032,357845
2025-12-15,Lazada,10124946,11183115,24,72,2244045,682257
2025-12-15,TikTok Shop,14528724,16051475,51,51,3798337,681541
2025-12-15,Website,7103699,8000729,27,54,1440201,166162
2025-12-16,Shopee,15172001,15967355,30,90,4009798,508735
2025-12-16,Lazada,11022394,11620002,49,49,3031121,851648
2025-12-16,TikTok Shop,11048308,12153784,40,80,2416845,641463
2025-12-16,Website,7512845,7902954,18,36,1722115,452112
2025-12-17,Shopee,17006921,18792701,40,40,3401596,376879
2025-12-17,Lazada,10037042,11123792,31,31,2157343,249297
2025-12-17,TikTok Shop,11456171,12612269,29,29,2517129,333780
2025-12-17,Website,6208721,7087380,30,90,1504244,223134
2025-12-18,Shopee,17259904,19004673,43,43,4547678,1126214
2025-12-18,Lazada,11964176,12962569,35,70,3227849,521135
2025-12-18,TikTok Shop,11768916,12888905,33,66,2828504,695361
2025-12-18,Website,7333350,8264697,15,15,1455547,164997
2025-12-19,Shopee,15811000,17776013,61,61,3162426,857153
2025-12-19,Lazada,12608989,14289679,35,105,2539882,701003
2025-12-19,TikTok Shop,16511929,17933504,45,45,4041840,557915
2025-12-19,Website,8053354,8630623,24,24,1699178,265643
2025-12-20,Shopee,18731340,21279473,63,63,4307445,1183756
2025-12-20,Lazada,12479046,13674395,33,66,2997234,373316
2025-12-20,TikTok Shop,17162226,18844426,37,111,3578912,1359366
2025-12-20,Website,8840793,9351503,26,26,2373233,629119
2025-12-21,Shopee,15441575,17537254,68,136,4215796,589973
2025-12-21,Lazada,10118143,11361408,25,25,1919647,425802
2025-12-21,TikTok Shop,15379998,17642304,51,153,4116371,377825
2025-12-21,Website,9544938,10646067,22,44,2453473,705479
2025-12-22,Shopee,10890355,11589339,30,60,2973204,797628
2025-12-22,Lazada,9818168,10427214,31,93,2497998,598022
2025-12-22,TikTok Shop,11959362,13610101,55,110,2361473,319975
2025-12-22,Website,8123040,8898988,25,75,2026632,295582
2025-12-23,Shopee,15503023,17367845,73,146,2888653,953561
2025-12-23,Lazada,10929222,11546896,34,102,2379756,242953
2025-12-23,TikTok Shop,12987479,14715400,30,60,2565057,270089
2025-12-23,Website,5185017,5784721,23,46,1301388,327342
2025-12-24,Shopee,17760018,20072268,57,57,4388931,1381576
2025-12-24,Lazada,10723698,11511695,35,70,2799265,855218
2025-12-24,TikTok Shop,13555767,15417680,60,120,3197730,842854
2025-12-24,Website,10252434,11498689,31,93,1893927,428983
2025-12-25,Shopee,12199478,13366062,31,62,2860278,517210
2025-12-25,Lazada,12622425,14170185,31,93,2455940,809245
2025-12-25,TikTok Shop,12341101,13460441,32,96,2717238,592978
2025-12-25,Website,7212391,8126427,18,18,1885483,469523
2025-12-26,Shopee,21041949,23515873,45,90,4545753,965882
2025-12-26,Lazada,12908833,14696412,38,76,3517294,758108
2025-12-26,TikTok Shop,15487019,17428631,35,105,3042078,349470
2025-12-26,Website,9426038,10762932,20,60,1833412,381745
2025-12-27,Shopee,17312991,19652145,61,183,3357891,1194172
2025-12-27,Lazada,14832685,16797549,48,96,2791131,669526
2025-12-27,TikTok Shop,15800297,18155338,61,183,2910381,414425
2025-12-27,Website,7841243,8433035,38,114,1932582,234313
2025-12-28,Shopee,20032180,22404011,62,124,4585726,791857
2025-12-28,Lazada,15666571,17309134,39,78,3639534,1083526
2025-12-28,TikTok Shop,15569218,17246053,49,147,3437681,1013462
2025-12-28,Website,9465669,10152701,37,111,2133234,663174
2025-12-29,Shopee,14866600,16674679,49,147,3865220,739051
2025-12-29,Lazada,11428799,12794469,48,96,2333570,507064
2025-12-29,TikTok Shop,13857269,15301150,44,44,3812898,435955
2025-12-29,Website,8533282,8986483,40,40,1712704,594423
2025-12-30,Shopee,15959534,16864474,67,134,4390488,723207
2025-12-30,Lazada,11321440,12636522,29,29,2827890,430361
2025-12-30,TikTok Shop,12960244,14094156,32,64,2888221,717757
2025-12-30,Website,8073511,8990032,17,51,1487040,399477
